,unitary
0,"Operator([[ 0.99230021-0.05518458j,  0.05717309-0.09500629j],
          [-0.06735508-0.08808093j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.99230021-0.05518458j,  0.10971146-0.01607335j],
          [-0.11081718-0.00380914j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.99230021-0.05518458j,  0.10596039-0.03267036j],
          [-0.10892956-0.02071973j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.99230021-0.05518458j,  0.10884888-0.02113951j],
          [-0.11052167-0.0089397j ,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99230021-0.05518458j, -0.05139953+0.09824992j],
          [ 0.06197678+0.09194474j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99230021-0.05518458j, -0.02980249+0.10680248j],
          [ 0.04146126+0.1028393j ,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99230021-0.05518458j,  0.08711164-0.06860408j],
          [-0.09418146-0.05852187j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99230021-0.05518458j, -0.0756521 -0.08106613j],
          [ 0.06619676-0.08895474j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.99230021-0.05518458j,  0.11011066-0.01306141j],
          [-0.11087994-0.00077151j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99230021-0.05518458j, -0.04450484+0.10155922j],
          [ 0.05549156+0.09599815j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
