,unitary
0,"Operator([[ 0.95240675-0.13313589j, -0.15631421-0.22530443j],
          [ 0.08853942-0.25953225j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j,  0.20297609-0.18438255j],
          [-0.2457567 -0.12165469j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.95240675-0.13313589j, 0.06756096+0.26576632j],
          [0.00790709+0.27410527j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.95240675-0.13313589j, 0.03796368+0.27157868j],
          [0.03796368+0.27157868j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j, -0.27404565-0.00975716j],
          [ 0.26086511-0.08453174j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-0.13313589j, -0.23779858+0.13655788j],
          [ 0.26612989+0.06611428j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j, -0.21873667-0.16537983j],
          [ 0.16500154-0.21902217j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j, -0.27032815-0.04603162j],
          [ 0.24734296-0.11839629j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j, -0.21129037-0.17479301j],
          [ 0.1552594 -0.2260326j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j, -0.22711266+0.15367518j],
          [ 0.26054749+0.08550571j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
