,unitary
0,"Operator([[ 0.99230021-0.05518458j,  0.08075999-0.07597882j],
          [-0.08868672-0.06655541j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.99230021-0.05518458j, -0.0014739 +0.11087283j],
          [ 0.01375868+0.11002571j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.99230021-0.05518458j, -0.03043437-0.10662414j],
          [ 0.01842393-0.10934128j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.99230021-0.05518458j,  0.0880492 -0.06739655j],
          [-0.09497935-0.05721783j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99230021-0.05518458j,  0.10716027-0.02848917j],
          [-0.10965843-0.01643128j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[0.99230021-0.05518458j, 0.00615698+0.11071156j],
          [0.00615698+0.11071156j, 0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99230021-0.05518458j,  0.11005133-0.01355219j],
          [-0.1108754 -0.00126584j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99230021-0.05518458j, -0.0239005 +0.10827614j],
          [ 0.03575906+0.10495831j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.99230021-0.05518458j, -0.08438791-0.071928j  ],
          [ 0.07589197-0.08084161j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99230021-0.05518458j,  0.11050779+0.00910963j],
          [-0.10881625+0.02130685j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
