,unitary
0,"Operator([[ 0.96939523-0.10815603j, -0.09004405-0.2011647j ],
          [ 0.04349363-0.21606358j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j,  0.19103812-0.10990725j],
          [-0.21056382-0.06510027j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j,  0.16021749+0.1513457j ],
          [-0.1229215 +0.1829357j ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j,  0.0860976 +0.20288511j],
          [-0.03926504+0.2168719j ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j, -0.21896232+0.02511313j],
          [ 0.21911293-0.0237632j ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j, -0.15060815+0.160911j  ],
          [ 0.18236913+0.12376052j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j, -0.11328405-0.18905525j],
          [ 0.06883106-0.20937395j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j, -0.1847656 -0.12015339j],
          [ 0.15374069-0.15792075j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j, -0.06276304-0.21127226j],
          [ 0.01465577-0.21990992j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j, -0.10706399+0.19264596j],
          [ 0.14689003+0.16431216j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
