,unitary
0,"Operator([[ 0.96939523-0.10815603j, -0.19603582-0.100723j  ],
          [ 0.16901619-0.14145208j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j,  0.14564615+0.16541573j],
          [-0.10560747+0.19344826j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j,  0.11901334+0.185502j  ],
          [-0.07520259+0.20717079j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.96939523-0.10815603j, 0.03227305+0.21802205j],
          [0.01657211+0.21977382j, 0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j, -0.08067538+0.20510156j],
          [ 0.1238955 +0.18227745j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j, -0.1946308 +0.10341187j],
          [ 0.21263659+0.05797279j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j, -0.22036211-0.00396287j],
          [ 0.21407002-0.05243274j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j, -0.19797454-0.09685684j],
          [ 0.17175934-0.13810828j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j, -0.05716591-0.21285494j],
          [ 0.00884745-0.22022009j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j, -0.2013321 +0.08966911j],
          [ 0.21614423+0.04309102j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
