,hilbert_dim,num_of_intervals,total_time,drift_parameter,taylor_truncate_len,init_seed,target_state_seed,initial_state,target_state,final_cost
0,2,1,6.666666666666667,1.0,10,8,1,"Statevector([1.+0.j, 0.+0.j],
            dims=(2,))","Statevector([0.21424427+0.20485384j, 0.50936062-0.80788988j],
            dims=(2,))",-0.2154497070833964
