,unitary
0,"Operator([[ 0.87775053-0.20089548j, -0.33605054+0.27616127j],
          [ 0.42271637+0.10249821j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.87775053-0.20089548j, -0.39113982+0.19027521j],
          [ 0.43496388+0.00120042j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.87775053-0.20089548j, -0.09824406-0.42372529j],
          [-0.09584232-0.42427499j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.87775053-0.20089548j,  0.32162856-0.29283115j],
          [-0.41698097-0.12378162j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.87775053-0.20089548j,  0.28466051+0.32888206j],
          [-0.11326937+0.41995841j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.87775053-0.20089548j,  0.16459218-0.40262194j],
          [-0.32333322-0.29094784j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.87775053-0.20089548j,  0.21359122-0.37891135j],
          [-0.35714097-0.24828481j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.87775053-0.20089548j,  0.28082411+0.33216387j],
          [-0.10838742+0.4212448j ,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.87775053-0.20089548j,  0.2234026 +0.37321079j],
          [-0.0388284 +0.43322901j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[0.87775053-0.20089548j, 0.05213753+0.43182947j],
          [0.14088385+0.41151763j, 0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
