,unitary
0,"Operator([[ 0.9827211 -0.08208352j,  0.16106959-0.03972549j],
          [-0.16542799-0.0124542j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j, -0.03617921+0.16190303j],
          [ 0.06253697+0.15365759j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j,  0.16411966-0.02421286j],
          [-0.16586232+0.00334947j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j, -0.12979835+0.10331464j],
          [ 0.14513927+0.08034999j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j, -0.10292825+0.13010496j],
          [ 0.12308591+0.11122673j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j,  0.10268427-0.13029761j],
          [-0.12287727-0.11145718j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j,  0.03912499-0.16121651j],
          [-0.06532804-0.15249188j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j,  0.13551386-0.09569494j],
          [-0.14951149-0.07188769j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j,  0.04693996+0.15911683j],
          [-0.01989266+0.16469915j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j, -0.02642846-0.16377748j],
          [-0.0011078 -0.16589243j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
