,unitary
0,"Operator([[ 0.97517033-0.0978434j , -0.07162112+0.18531033j],
          [ 0.10700895+0.16738754j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.97517033-0.0978434j , -0.12945677-0.15069986j],
          [ 0.09693681-0.17341499j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.97517033-0.0978434j , -0.04536736+0.19342002j],
          [ 0.08288966+0.1805514j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.97517033-0.0978434j ,  0.14881146+0.13162315j],
          [-0.11969565+0.15856372j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.97517033-0.0978434j , -0.16664696-0.10815865j],
          [ 0.14183731-0.13911032j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.97517033-0.0978434j , -0.04221407-0.19413262j],
          [ 0.0028044 -0.19864954j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.97517033-0.0978434j , -0.18431157-0.07415354j],
          [ 0.16590558-0.10929246j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.97517033-0.0978434j ,  0.16183957-0.11522785j],
          [-0.18150579-0.0807784j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.97517033-0.0978434j , -0.19737983+0.02259876j],
          [ 0.19793506-0.01706503j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.97517033-0.0978434j , -0.02418826-0.19719136j],
          [-0.01546977-0.19806612j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
