,unitary
0,"Operator([[ 0.88064867-0.19898603j,  0.30640394+0.30162742j],
          [-0.14695006+0.40406454j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.88064867-0.19898603j,  0.42916457+0.02608154j],
          [-0.37625717+0.20806974j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j, -0.33810591+0.26560661j],
          [ 0.41945806+0.09443205j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.88064867-0.19898603j, -0.26886568-0.33552007j],
          [ 0.0984863 -0.4185247j ,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j,  0.30451268+0.30353665j],
          [-0.14442166+0.40497513j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j,  0.14185264-0.40588213j],
          [-0.30258321-0.3054601j ,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j,  0.03851688-0.42822766j],
          [-0.21889416-0.37006462j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.88064867-0.19898603j,  0.40001162+0.15764892j],
          [-0.2933682 +0.31432082j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j, -0.41534017+0.11115313j],
          [ 0.42278073-0.07822358j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j,  0.34792283+0.25261073j],
          [-0.20551042+0.37766115j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
