,unitary
0,"Operator([[ 0.96135264-0.1207989j ,  0.14648082-0.19937925j],
          [-0.19125431-0.1569411j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96135264-0.1207989j , -0.05392545+0.24145551j],
          [ 0.11198609+0.22060788j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96135264-0.1207989j ,  0.22062781-0.1119468j ],
          [-0.24146511-0.05388245j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96135264-0.1207989j , -0.09126252+0.22995624j],
          [ 0.14531747+0.20022875j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96135264-0.1207989j , -0.15466559+0.19309913j],
          [ 0.1976309 +0.14883126j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96135264-0.1207989j , -0.23757322-0.06904841j],
          [ 0.2131048 -0.12567842j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96135264-0.1207989j , -0.23846849-0.06589005j],
          [ 0.21475362-0.12283974j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96135264-0.1207989j , -0.01804317-0.24674514j],
          [-0.04356347-0.24353838j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96135264-0.1207989j ,  0.23280735+0.0837225j ],
          [-0.20485666+0.13871723j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96135264-0.1207989j , -0.23035282-0.09025684j],
          [ 0.20086181-0.14444117j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
