unitary
"Operator([[ 0.94460909-0.1427637j , -0.07473314+0.28591459j],
          [ 0.15588883+0.25105948j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.00876232-0.29539027j],
          [-0.07892283-0.28478655j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.11958845-0.2702421j ],
          [ 0.03438521-0.29351295j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.24864405+0.15971328j],
          [ 0.28473723+0.07910058j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.03510245-0.29342803j],
          [-0.05317926-0.29069599j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.94460909-0.1427637j , 0.04416199+0.29220183j],
          [0.04416199+0.29220183j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.05889482+0.28959211j],
          [ 0.14184469+0.2592533j ,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.94460909-0.1427637j , 0.04416199+0.29220183j],
          [0.04416199+0.29220183j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.29193716-0.04587907j],
          [-0.29245641+0.04244338j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.20318223-0.21459071j],
          [ 0.13069151-0.26505079j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
