,unitary
0,"Operator([[ 0.92502524-0.16355243j, -0.26354711+0.21936687j],
          [ 0.32278939+0.11569753j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.92502524-0.16355243j, -0.19839282-0.27967695j],
          [ 0.09046419-0.33074936j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.92502524-0.16355243j, -0.33389048+0.07807724j],
          [ 0.34042012-0.04114668j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.92502524-0.16355243j,  0.29716739-0.17108609j],
          [-0.33781598-0.05881556j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.92502524-0.16355243j,  0.00593182-0.3428465j ],
          [-0.1231335 -0.32002664j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.92502524-0.16355243j,  0.085308  -0.33211662j],
          [-0.19401807-0.28272937j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.92502524-0.16355243j,  0.18306511-0.2899415j ],
          [-0.27138667-0.20959051j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.92502524-0.16355243j,  0.25121584-0.23338704j],
          [-0.31601321-0.13309605j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.92502524-0.16355243j,  0.00728486-0.34282042j],
          [-0.12439557-0.31953818j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.92502524-0.16355243j,  0.19354923-0.28305053j],
          [-0.27887227-0.19952233j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
