unitary
"Operator([[ 0.96135264-0.1207989j , -0.20160439-0.14340289j],
          [ 0.15985856-0.18882256j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.14849435+0.19788417j],
          [ 0.19283535+0.15499434j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.1503814 +0.19645394j],
          [-0.09710293+0.22755162j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.19622777+0.15067642j],
          [ 0.22740546+0.09744472j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.12540085-0.21326825j],
          [-0.17426585-0.17561359j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.11543844-0.21882113j],
          [ 0.05771252-0.24057844j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
