,unitary
0,"Operator([[ 0.95240675-0.13313589j, -0.12270279+0.24523508j],
          [ 0.18524744+0.20218706j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j, -0.01912648-0.27355145j],
          [-0.05661977-0.26831031j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j, -0.09067982+0.25879217j],
          [ 0.15816962+0.22400578j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j,  0.10712607+0.25242865j],
          [-0.03379882+0.27212839j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j, -0.2598155 -0.08770476j],
          [ 0.2258057 -0.15558922j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-0.13313589j,  0.12513159-0.24400472j],
          [-0.18724575-0.20033783j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j, -0.26314527-0.07714132j],
          [ 0.23190454-0.14634379j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j,  0.27395198-0.01210491j],
          [-0.26677003+0.06348202j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j, -0.26321227+0.07691241j],
          [ 0.27421347+0.00178626j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j,  0.06012836-0.26754588j],
          [-0.13118971-0.24080174j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
