,unitary
0,"Operator([[ 0.9318629 -0.1567647j , -0.23228883-0.23043062j],
          [ 0.14410727-0.29375069j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9318629 -0.1567647j ,  0.18062961-0.27281736j],
          [-0.2599516 -0.19869961j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j , -0.27027413+0.1844133j ],
          [ 0.31573647+0.08583037j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j , -0.20344441-0.25625523j],
          [ 0.10840086-0.30871609j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9318629 -0.1567647j , -0.25786668-0.20139798j],
          [ 0.17777656-0.27468503j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j , -0.10007957-0.31151316j],
          [-0.00735457-0.32711203j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j , -0.29188608-0.14784751j],
          [ 0.22744486-0.23521311j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j , -0.30644721+0.11465808j],
          [ 0.32709494+0.00807905j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[0.9318629 -0.1567647j , 0.09681922+0.31254185j],
          [0.01077205+0.32701733j, 0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j , -0.29106328-0.14946082j],
          [ 0.22613948-0.2364684j ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
