unitary
"Operator([[0.85030065-0.2171174j , 0.13678193+0.45949924j],
          [0.10025823+0.46882527j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.47942285-0.00160457j],
          [-0.42150241+0.22843942j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.44840516+0.16965158j],
          [ 0.47484785-0.06609362j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.45647096-0.14657117j],
          [ 0.330321  -0.34747214j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.85030065-0.2171174j , 0.16823057+0.44894022j],
          [0.0675972 +0.47463614j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.07900917-0.47287038j],
          [-0.15736907-0.45286181j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.34028634-0.3377189j ],
          [ 0.1367183 -0.45951818j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
