num_of_intervals,total_time,drift_parameter,taylor_truncate_len,avg_infidelity
1.0,3.0,1.0,10.0,0.5403690730731547
1.0,3.5,1.0,10.0,0.4998354281405051
1.0,4.0,1.0,10.0,0.4409308461501027
1.0,4.5,1.0,10.0,0.44052303060565623
1.0,5.0,1.0,10.0,0.49871182897551103
1.0,5.5,1.0,10.0,0.6012505940134406
1.0,6.0,1.0,10.0,0.7255045975206196
1.0,6.5,1.0,10.0,0.7390550322538896
1.0,7.0,1.0,10.0,0.6169396112095419
2.0,3.0,1.0,10.0,0.1405563974662577
2.0,3.5,1.0,10.0,0.09845025894181614
2.0,4.0,1.0,10.0,0.0539787153912098
2.0,4.5,1.0,10.0,0.03646402984034469
2.0,5.0,1.0,10.0,0.07242425989979961
2.0,5.5,1.0,10.0,0.1757166334151241
2.0,6.0,1.0,10.0,0.32840072498531436
2.0,6.5,1.0,10.0,0.3515858092438384
2.0,7.0,1.0,10.0,0.19334390254559197
3.0,3.0,1.0,10.0,0.10626634822314307
3.0,3.5,1.0,10.0,0.05065999154452849
3.0,4.0,1.0,10.0,0.01852915955260548
3.0,4.5,1.0,10.0,0.0015918397549177232
3.0,5.0,1.0,10.0,6.554756737386924e-13
3.0,5.5,1.0,10.0,0.00041502118539504806
3.0,6.0,1.0,10.0,6.158629162200668e-12
3.0,6.5,1.0,10.0,2.652322805829499e-13
3.0,7.0,1.0,10.0,0.0028570723907662687
4.0,3.0,1.0,10.0,0.10135764964611427
4.0,3.5,1.0,10.0,0.046191725920757265
4.0,4.0,1.0,10.0,0.012752388826903882
4.0,4.5,1.0,10.0,0.0006578893067397118
4.0,5.0,1.0,10.0,6.916689443414725e-13
4.0,5.5,1.0,10.0,1.4799272918253337e-13
4.0,6.0,1.0,10.0,1.63202784619898e-13
4.0,6.5,1.0,10.0,5.395683899678261e-14
4.0,7.0,1.0,10.0,2.6356694604601216e-13
5.0,3.0,1.0,10.0,0.10086922628915929
5.0,3.5,1.0,10.0,0.04432669525070454
5.0,4.0,1.0,10.0,0.01149186823487336
5.0,4.5,1.0,10.0,0.0004516106010094001
5.0,5.0,1.0,10.0,9.85211912052364e-13
5.0,5.5,1.0,10.0,4.18332035678759e-13
5.0,6.0,1.0,10.0,7.30526750203353e-14
5.0,6.5,1.0,10.0,1.454392162258955e-13
5.0,7.0,1.0,10.0,9.103828801926284e-15
6.0,3.0,1.0,10.0,0.10281776898047279
6.0,3.5,1.0,10.0,0.044753811814938205
6.0,4.0,1.0,10.0,0.011376825756671538
6.0,4.5,1.0,10.0,0.00037132649147131325
6.0,5.0,1.0,10.0,5.695444116327053e-13
6.0,5.5,1.0,10.0,5.894174037734956e-13
6.0,6.0,1.0,10.0,3.0520030946945553e-13
6.0,6.5,1.0,10.0,9.592326932761353e-14
6.0,7.0,1.0,10.0,4.851674617611934e-14
7.0,3.0,1.0,10.0,0.10607191386345927
7.0,3.5,1.0,10.0,0.04734768851457216
7.0,4.0,1.0,10.0,0.012826841805940958
7.0,4.5,1.0,10.0,0.0003316359791878387
7.0,5.0,1.0,10.0,1.479372180313021e-12
7.0,5.5,1.0,10.0,5.432321259490891e-13
7.0,6.0,1.0,10.0,6.190603585309873e-13
7.0,6.5,1.0,10.0,1.6631140908884845e-13
7.0,7.0,1.0,10.0,1.035838081975271e-13
