,unitary
0,"Operator([[ 0.88064867-0.19898603j, -0.32062774+0.28646174j],
          [ 0.4126447 +0.12077595j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.88064867-0.19898603j,  0.28872554-0.31859071j],
          [-0.39765586-0.16350013j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j, -0.20965691-0.37537509j],
          [ 0.02789377-0.42905059j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.88064867-0.19898603j, -0.4237919 +0.07254583j],
          [ 0.41381192-0.11671405j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j, -0.42954028+0.018911j  ],
          [ 0.3959412 -0.16760979j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[0.88064867-0.19898603j, 0.0284061 +0.42901698j],
          [0.15881215+0.39955122j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j, -0.10906868+0.41589241j],
          [ 0.27728821+0.32859355j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.88064867-0.19898603j, -0.07028982+0.42417192j],
          [ 0.24583656+0.35274192j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[0.88064867-0.19898603j, 0.09476141+0.41938377j],
          [0.09476141+0.41938377j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j,  0.05360629-0.4266015j ],
          [-0.23181845-0.36210866j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
