,unitary
0,"Operator([[ 0.95240675-0.13313589j, -0.19392742+0.19387722j],
          [ 0.23965851+0.13326672j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j,  0.23131941-0.14726693j],
          [-0.26283572-0.07818954j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j,  0.12055798-0.24629655j],
          [-0.18347592-0.20379599j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j, -0.26527484-0.06946565j],
          [ 0.23605729-0.13954632j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j, -0.15768059-0.22435029j],
          [ 0.09011507-0.25898937j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[0.95240675-0.13313589j, 0.03796368+0.27157868j],
          [0.03796368+0.27157868j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j, -0.07375993+0.26411303j],
          [ 0.14335739+0.23376244j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j, -0.06897897+0.26540181j],
          [ 0.13911311+0.23631285j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j,  0.13906798+0.23633941j],
          [-0.06892829+0.26541498j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j,  0.17407641-0.21188115j],
          [-0.22550547-0.15602404j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
