,unitary
0,"Operator([[ 0.88064867-0.19898603j,  0.3880198 +0.18521098j],
          [-0.27069091+0.33404926j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.88064867-0.19898603j, 0.09476141+0.41938377j],
          [0.09476141+0.41938377j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j, -0.21746413+0.37090676j],
          [ 0.35581114+0.24137296j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.88064867-0.19898603j, -0.33017424-0.27540415j],
          [ 0.17968594-0.39060906j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.88064867-0.19898603j, 0.09476141+0.41938377j],
          [0.09476141+0.41938377j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j,  0.37461587+0.21101048j],
          [-0.24749651+0.35157922j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j,  0.14503222-0.40475688j],
          [-0.30497008-0.30307709j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.88064867-0.19898603j,  0.31425558+0.29343808j],
          [-0.15755997+0.40004666j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j, -0.30755328+0.30045541j],
          [ 0.40685709+0.13903158j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j,  0.3888442 +0.18347387j],
          [-0.2721821 +0.33283536j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
