,unitary
0,"Operator([[ 0.88064867-0.19898603j,  0.39579283-0.16795985j],
          [-0.42955683+0.01853115j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.88064867-0.19898603j, -0.03440612+0.42857752j],
          [ 0.21533319+0.37214794j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j,  0.39523912-0.16925871j],
          [-0.42961537+0.01712041j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.88064867-0.19898603j, -0.29112511+0.3163995j ],
          [ 0.39888019+0.16049009j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j, -0.19668007+0.38233418j],
          [ 0.34195955+0.26062644j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j,  0.22003107-0.36938977j],
          [-0.35747646-0.23889967j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j,  0.01232068-0.4297798j ],
          [-0.19591028-0.38272919j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.88064867-0.19898603j,  0.30026098-0.3077431j ],
          [-0.40340663-0.14874664j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j,  0.21436283+0.37270773j],
          [-0.03328935+0.42866571j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j, -0.18842258-0.38647045j],
          [ 0.00395184-0.4299382j ,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
