,unitary
0,"Operator([[ 0.9827211 -0.08208352j, -0.04219227-0.16044108j],
          [ 0.01499107-0.16521742j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j,  0.03586251-0.16197348j],
          [-0.06223634-0.1537796j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j,  0.08554947-0.1421366j ],
          [-0.10794395-0.12597472j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j,  0.1001565 -0.13225053j],
          [-0.12070851-0.11380239j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j,  0.09974962-0.13255769j],
          [-0.12035822-0.11417279j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j,  0.11079913-0.12347097j],
          [-0.12974716-0.10337892j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j,  0.13074672+0.10211181j],
          [-0.11199504+0.12238725j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j,  0.11168095-0.12267393j],
          [-0.13048454-0.10244662j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j,  0.08059294-0.1450045j ],
          [-0.10353187-0.12962515j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j, -0.05554701-0.15632037j],
          [ 0.02884436-0.1633693j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
