unitary
"Operator([[ 0.97517033-0.0978434j , -0.17981203+0.08448158j],
          [ 0.19301166+0.04707444j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.05509877-0.19087595j],
          [-0.09192166-0.1761247j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.18322542-0.0767981j ],
          [ 0.16431568-0.11166853j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.10686903-0.1674769j ],
          [ 0.07146624-0.18537011j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.00742247-0.19853063j],
          [-0.03216743-0.19604785j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.07366956-0.18450555j],
          [ 0.03554548-0.19546361j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.00786292-0.19851367j],
          [-0.03173239-0.19611874j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.12834896-0.15164448j],
          [ 0.09566342-0.17412069j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.13550661+0.14528407j],
          [-0.10394202+0.16930907j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.12564958-0.15388855j],
          [-0.15371789-0.12585831j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
