,unitary
0,"Operator([[0.95240675-0.13313589j, 0.06927125+0.26532567j],
          [0.00614153+0.27415051j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.95240675-0.13313589j, 0.03796368+0.27157868j],
          [0.03796368+0.27157868j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j, -0.25812536+0.09256088j],
          [ 0.27361267+0.0182298j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j, -0.24018524-0.13231504j],
          [ 0.19469492-0.19310646j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j,  0.08355891+0.26117834j],
          [-0.00873573+0.27408011j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[9.52406750e-01-0.13313589j, 7.51488106e-02+0.26372121j],
          [4.92964068e-05+0.27421928j, 9.52406750e-01-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j,  0.03968819-0.27133202j],
          [-0.1125713 -0.25004784j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[0.95240675-0.13313589j, 0.068441  +0.26554105j],
          [0.00699901+0.27412996j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j, -0.03003138+0.27256987j],
          [ 0.10362411+0.25388632j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j,  0.19007784+0.19765281j],
          [-0.12859141+0.24219923j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
