,unitary
0,"Operator([[ 0.99230021-0.05518458j, -0.08017652-0.07659428j],
          [ 0.07118913-0.08501214j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.99230021-0.05518458j, -0.07137085-0.08485964j],
          [ 0.06152129-0.09225014j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.99230021-0.05518458j, 0.00615698+0.11071156j],
          [0.00615698+0.11071156j, 0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.99230021-0.05518458j, 0.00615698+0.11071156j],
          [0.00615698+0.11071156j, 0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99230021-0.05518458j, -0.07498045-0.08168775j],
          [ 0.06546033-0.08949806j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99230021-0.05518458j, -0.07933773-0.07746278j],
          [ 0.07025922-0.08578228j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99230021-0.05518458j, -0.08352463-0.07292869j],
          [ 0.07492305-0.0817404j ,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99230021-0.05518458j, -0.08288152-0.07365874j],
          [ 0.07420296-0.08239465j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.99230021-0.05518458j, -0.08883021-0.06636378j],
          [ 0.08092385-0.07580427j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99230021-0.05518458j, -0.08693895-0.06882278j],
          [ 0.07877159-0.07803841j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
