,unitary
0,"Operator([[ 0.96135264-0.1207989j , -0.05822872-0.24045402j],
          [-0.00307075-0.2473849j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.96135264-0.1207989j , 0.03084502+0.24547363j],
          [0.03084502+0.24547363j, 0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96135264-0.1207989j ,  0.19086531-0.15741396j],
          [-0.2238766 -0.10529951j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.96135264-0.1207989j , 0.03084502+0.24547363j],
          [0.03084502+0.24547363j, 0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96135264-0.1207989j ,  0.1794441 -0.17031892j],
          [-0.21600319-0.12062893j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96135264-0.1207989j ,  0.23805979-0.06735174j],
          [-0.24732217-0.006361j  ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[0.96135264-0.1207989j , 0.03084502+0.24547363j],
          [0.03084502+0.24547363j, 0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96135264-0.1207989j ,  0.24580318+0.02809833j],
          [-0.23121012+0.0880375j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96135264-0.1207989j , -0.00212959-0.24739479j],
          [-0.05914306-0.24023076j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[0.96135264-0.1207989j , 0.03084502+0.24547363j],
          [0.03084502+0.24547363j, 0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
