,unitary
0,"Operator([[ 0.88064867-0.19898603j, -0.41592105+0.10895942j],
          [ 0.42236198-0.08045393j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.88064867-0.19898603j, -0.27539701-0.3301802j ],
          [ 0.10667902-0.41651178j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.88064867-0.19898603j, 0.17752173+0.39159738j],
          [0.00809435+0.42988016j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.88064867-0.19898603j, 0.09476141+0.41938377j],
          [0.09476141+0.41938377j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.88064867-0.19898603j, 0.06771817+0.42459007j],
          [0.12141587+0.41245686j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j, -0.16748797-0.39599275j],
          [-0.01904314-0.42953444j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j,  0.05842396-0.42596844j],
          [-0.23589589-0.35946572j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[0.88064867-0.19898603j, 0.10261851+0.41753074j],
          [0.08687091+0.42108897j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j, -0.1778993 -0.391426j  ],
          [-0.00767978-0.42988777j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j, -0.07952996-0.42253693j],
          [-0.10986884-0.41568174j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
