,unitary
0,"Operator([[ 0.90789321-0.17879381j,  0.37597434-0.0490508j ],
          [-0.36649881+0.0971664j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j, -0.01579483+0.37883138j],
          [ 0.15825334+0.34455561j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j,  0.18210724+0.33256524j],
          [-0.04241386+0.37678078j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j, -0.29245174+0.2413186j ],
          [ 0.36211312+0.11241341j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j, -0.36053954+0.11736237j],
          [ 0.37811756-0.02810332j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j,  0.08964495-0.36841074j],
          [-0.22263804-0.30691202j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j,  0.25863031+0.2772599j ],
          [-0.13419262+0.35461956j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[0.90789321-0.17879381j, 0.1397538 +0.35246498j],
          [0.00432229+0.37913587j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j,  0.35871355+0.12283026j],
          [-0.28535636+0.24966865j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j,  0.36892495-0.0875047j ],
          [-0.37455599+0.05891096j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
