,unitary
0,"Operator([[0.97517033-0.0978434j , 0.01983384+0.19767681j],
          [0.01983384+0.19767681j, 0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.97517033-0.0978434j , -0.11429867-0.16249713j],
          [ 0.07973711-0.18196565j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.97517033-0.0978434j , 0.01983384+0.19767681j],
          [0.01983384+0.19767681j, 0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.97517033-0.0978434j ,  0.06636034+0.18725867j],
          [-0.027835  +0.19670973j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.97517033-0.0978434j , -0.19760513-0.02053569j],
          [ 0.18958638-0.05938442j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.97517033-0.0978434j ,  0.07007189-0.18590168j],
          [-0.10560808-0.16827489j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.97517033-0.0978434j , -0.12702035+0.15275907j],
          [ 0.15483694+0.12447902j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.97517033-0.0978434j ,  0.16827607+0.10560619j],
          [-0.14394104+0.13693239j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.97517033-0.0978434j , -0.14232404+0.1386123j ],
          [ 0.16702505+0.10757387j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.97517033-0.0978434j , -0.16884873-0.10468815j],
          [ 0.14468468-0.13614642j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
