unitary
"Operator([[0.94460909-0.1427637j , 0.03257358+0.29371952j],
          [0.05568132+0.29022712j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.089216  -0.28173161j],
          [-0.16848868-0.24278336j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.01928278+0.29489043j],
          [ 0.10556763+0.27602114j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.24075105-0.17138006j],
          [-0.28064453-0.09257883j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.03780757-0.29309176j],
          [-0.12273349-0.26882835j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
