,unitary
0,"Operator([[ 0.98599146-0.07408833j, -0.11966546+0.0895094j ],
          [ 0.13169787+0.07062172j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.98599146-0.07408833j,  0.08020915-0.12608825j],
          [-0.09815088-0.11268611j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.98599146-0.07408833j, -0.08915932-0.11992652j],
          [ 0.07023656-0.13190368j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.98599146-0.07408833j, -0.14708057-0.02643975j],
          [ 0.14147791-0.0481223j ,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.98599146-0.07408833j, -0.11085904-0.10020992j],
          [ 0.09463903-0.11565124j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.98599146-0.07408833j, -0.09817144+0.1126682j ],
          [ 0.11390601+0.0967325j ,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.98599146-0.07408833j, -0.14586111+0.03250064j],
          [ 0.14908008+0.01033848j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.98599146-0.07408833j, -0.09393654+0.11622255j],
          [ 0.11024982+0.10087979j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.98599146-0.07408833j,  0.09844757+0.112427j  ],
          [-0.08054123+0.12587639j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.98599146-0.07408833j,  0.04789395-0.14155538j],
          [-0.06850992-0.13280868j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
