,unitary
0,"Operator([[ 0.88064867-0.19898603j, -0.42579557-0.05967083j],
          [ 0.35877354-0.2369473j ,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.88064867-0.19898603j, -0.42201828-0.08223775j],
          [ 0.34566042-0.25569777j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j, -0.36065407-0.23407502j],
          [ 0.22497436-0.36640007j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.88064867-0.19898603j,  0.28888203-0.31844881j],
          [-0.39773614-0.16330474j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j,  0.06460384-0.42507507j],
          [-0.24109129-0.35600206j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j, -0.41042613-0.12811271j],
          [ 0.31547022-0.29213184j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[0.88064867-0.19898603j, 0.13691512+0.40757419j],
          [0.05162534+0.42684575j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.88064867-0.19898603j, -0.40665169+0.13963121j],
          [ 0.42718067-0.04877649j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j, -0.09683062+0.41891086j],
          [ 0.26753688+0.33658059j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j,  0.03822424-0.42825388j],
          [-0.21864122-0.37021412j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
