,unitary
0,"Operator([[ 0.9318629 -0.1567647j , -0.20402431-0.25579376j],
          [ 0.10909983-0.30846977j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9318629 -0.1567647j , -0.06137973-0.3213859j ],
          [-0.04715456-0.32377896j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j ,  0.07902683-0.31750768j],
          [-0.17856379-0.27417393j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j ,  0.07975205-0.3173263j ],
          [-0.17918973-0.27376524j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9318629 -0.1567647j ,  0.32442695-0.04246793j],
          [-0.32046478+0.06602041j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j ,  0.19028949-0.26616964j],
          [-0.26690467-0.18925714j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j ,  0.29106841-0.14945083j],
          [-0.32394663-0.04598856j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j ,  0.32718107+0.00298562j],
          [-0.30819515+0.10987319j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j ,  0.27994093+0.16937958j],
          [-0.20911203+0.2516516j ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j , -0.15567374+0.28778822j],
          [ 0.24126776+0.22101185j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
