,unitary
0,"Operator([[ 0.95240675-0.13313589j, -0.26808479+0.05767811j],
          [ 0.2736248 -0.01804687j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j,  0.27344144-0.02063976j],
          [-0.26861948+0.05513433j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j, -0.25861044+0.09119681j],
          [ 0.2737051 +0.01678501j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j, -0.26991414+0.04840014j],
          [ 0.27283983-0.02747084j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j, -0.27113179+0.04103376j],
          [ 0.2719908 -0.03488875j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-1.33135887e-01j, -0.27421927-1.01361491e-04j],
          [ 0.26367988-7.52936895e-02j,  0.95240675-1.33135887e-01j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j, -0.27403519+0.01004658j],
          [ 0.26628562-0.06548427j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j, -0.27307108+0.02506798j],
          [ 0.26947762-0.05077431j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[0.95240675-0.13313589j, 0.03796368+0.27157868j],
          [0.03796368+0.27157868j, 0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j, -0.27419686-0.00350716j],
          [ 0.26272439-0.07856279j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
