,unitary
0,"Operator([[ 0.96939523-0.10815603j, -0.16958555+0.14076898j],
          [ 0.19644062+0.09993121j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j,  0.21648691+0.04133502j],
          [-0.20205337+0.08803182j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j, -0.21556182-0.04591586j],
          [ 0.20014142-0.09229613j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j, -0.21913557+0.02355347j],
          [ 0.21893818-0.02532269j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j, -0.20338159-0.08491817j],
          [ 0.17966468-0.12765488j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j, -0.21970617+0.01744606j],
          [ 0.21814869-0.03140568j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j, -0.21407691-0.05240461j],
          [ 0.19726292-0.09829805j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j, -0.21971605+0.01732119j],
          [ 0.2181308 -0.03152966j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 9.69395227e-01-0.10815603j,  4.88628154e-02+0.21491298j],
          [-2.94946250e-04+0.22039755j,  9.69395227e-01-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j, -0.08171307-0.20469035j],
          [ 0.03459046-0.21766641j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
