unitary
"Operator([[ 0.97517033-0.0978434j , -0.17038538-0.10216813j],
          [ 0.14669134-0.13398192j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.17038317-0.1021718j ],
          [ 0.14668845-0.13398508j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.1703826 -0.10217276j],
          [ 0.1466877 -0.13398591j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.17038443-0.1021697j ],
          [ 0.1466901 -0.13398327j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.1703823 -0.10217325j],
          [ 0.14668731-0.13398633j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
