,unitary
0,"Operator([[ 0.99230021-0.05518458j, -0.11082071-0.00370504j],
          [ 0.10972651-0.01597029j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.99230021-0.05518458j, -0.11074465-0.00552983j],
          [ 0.10944859-0.01777539j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.99230021-0.05518458j, 0.00615698+0.11071156j],
          [0.00615698+0.11071156j, 0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.99230021-0.05518458j, 0.00615698+0.11071156j],
          [0.00615698+0.11071156j, 0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99230021-5.51845753e-02j, -0.11088262+3.34848049e-05j],
          [ 0.11020258-1.22616784e-02j,  0.99230021-5.51845753e-02j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99230021-0.05518458j, -0.11046739+0.00958713j],
          [ 0.11084924-0.0027209j ,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99230021-0.05518458j, -0.10913784+0.01959311j],
          [ 0.11063737+0.0073708j ,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99230021-0.05518458j, -0.10693913+0.02930835j],
          [ 0.10952948+0.01726992j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.99230021-0.05518458j, -0.10392769+0.03865221j],
          [ 0.10757268+0.02689008j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99230021-0.05518458j, -0.1000833 +0.04773143j],
          [ 0.10475873+0.0363396j ,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
