unitary
"Operator([[ 0.85030065-0.2171174j , -0.13486986+0.46006409j],
          [ 0.33892591+0.33908417j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.38144753-0.29042491j],
          [-0.47398882-0.07199615j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.37288688-0.30133739j],
          [ 0.18277019-0.44321993j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.42233003+0.22690569j],
          [ 0.47941385-0.00334732j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.40474158-0.25696907j],
          [ 0.23199661-0.41955502j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.02915395+0.47853829j],
          [ 0.25500847+0.40597971j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
