,unitary
0,"Operator([[ 0.88064867-0.19898603j, -0.05385596+0.42657005j],
          [ 0.23203035+0.36197292j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.88064867-0.19898603j,  0.00187234-0.42995229j],
          [-0.18655116-0.38737726j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.88064867-0.19898603j, 0.05452018+0.42648567j],
          [0.1341467 +0.40849374j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.88064867-0.19898603j, 0.18214681+0.3894676j ],
          [0.00300288+0.42994588j, 0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j, -0.34434766-0.25746294j],
          [ 0.20019634-0.3805048j ,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j,  0.24377857-0.35416731j],
          [-0.37237189-0.21494569j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j, -0.40916006+0.13210041j],
          [ 0.42620744-0.05665416j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.88064867-0.19898603j,  0.42527691+0.06326158j],
          [-0.3567614 +0.23996621j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j, -0.3550606 +0.24247566j],
          [ 0.4248203 +0.0662585j ,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j, -0.20105885-0.38004975j],
          [ 0.01812111-0.42957432j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
