unitary
"Operator([[ 0.94460909-0.1427637j , -0.08495912+0.28304442j],
          [ 0.16480989+0.24529552j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.13375989-0.26351562j],
          [ 0.04991151-0.29127484j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.02363467+0.29457358j],
          [ 0.10963151+0.27443237j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.22799781+0.18801381j],
          [-0.16225274+0.24699441j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.22227338-0.19474789j],
          [ 0.15479393-0.25173603j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.0152906 -0.29512436j],
          [-0.10182288-0.27742439j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.29159752-0.04799042j],
          [ 0.26439161-0.13201996j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.27203995-0.11544027j],
          [-0.29400463-0.029891j  ,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.26656976+0.12756471j],
          [ 0.29236177+0.04309047j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.05149873-0.29099841j],
          [-0.03679729-0.29322031j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
