unitary
"Operator([[ 0.85030065-0.2171174j , -0.46760694-0.10579505j],
          [ 0.35964285-0.3170266j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.32321907+0.35408795j],
          [ 0.45341023+0.15578194j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.47848413+0.03002973j],
          [ 0.43430635-0.20304395j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.46581981-0.11340526j],
          [-0.46316472+0.12380343j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.25758393-0.40435055j],
          [-0.41990715-0.23135867j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.39404178+0.27309326j],
          [ 0.47673207+0.05074819j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.85030065-0.2171174j , 0.11861178+0.46452136j],
          [0.11861178+0.46452136j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.42368977+0.22435648j],
          [ 0.47938498-0.00623636j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
