,unitary
0,"Operator([[ 0.9827211 -0.08208352j, -0.05702915-0.15578576j],
          [ 0.03039466-0.16308799j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j, -0.09127214+0.13853131j],
          [ 0.11298921+0.12147002j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j, -0.16173168-0.03693765j],
          [ 0.15336279-0.06325647j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j,  0.15407783-0.06149429j],
          [-0.16214448-0.03508127j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j,  0.14246703-0.08499807j],
          [-0.15459375-0.06018554j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j, -0.11672997+0.11787978j],
          [ 0.13466827+0.09688129j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j,  0.06084423+0.15433569j],
          [-0.03439743+0.16229092j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j, -0.16383555+0.02606606j],
          [ 0.16588958-0.00147482j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j, -0.16435339-0.02257186j],
          [ 0.1583314 -0.04952468j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j,  0.03801567-0.16148169j],
          [-0.06427808-0.15293742j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
