,unitary
0,"Operator([[ 0.99230021-0.05518458j, -0.10378259-0.03904012j],
          [ 0.09881375-0.05030707j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.99230021-0.05518458j, -0.04500244-0.10133972j],
          [ 0.03348811-0.10570479j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.99230021-0.05518458j,  0.01407364-0.10998586j],
          [-0.02618238-0.10774711j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.99230021-0.05518458j, -0.05704901+0.09508085j],
          [ 0.06724003+0.08816879j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99230021-0.05518458j, -0.08587914-0.0701408j ],
          [ 0.07757217-0.07923078j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99230021-0.05518458j, -0.09894885+0.0500408j ],
          [ 0.10388734+0.03876052j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99230021-0.05518458j, -0.09162529+0.06244809j],
          [ 0.09798469+0.05190335j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99230021-0.05518458j, -0.0561026 -0.09564233j],
          [ 0.04515157-0.10127336j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.99230021-0.05518458j,  0.09490875-0.05733487j],
          [-0.10068093-0.04645758j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99230021-0.05518458j, -0.08749667+0.06811233j],
          [ 0.0945096 +0.05799046j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
