,unitary
0,"Operator([[ 0.90789321-0.17879381j, -0.19565735-0.32477821j],
          [ 0.05790473-0.37471286j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j, -0.27888791+0.25687394j],
          [ 0.35546006+0.13195012j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j,  0.32360813+0.1975866j ],
          [-0.22452757+0.30553241j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j, -0.29358675+0.23993647j],
          [ 0.36263933+0.11070414j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j,  0.09548496-0.36694047j],
          [-0.22748452-0.30333724j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j, -0.04462879-0.37652484j],
          [-0.10146695-0.36533156j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j, -0.36955408-0.08480844j],
          [ 0.3098038 -0.21859618j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j,  0.01350272-0.37892j   ],
          [-0.15616598-0.34550669j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j, -0.12510822-0.35792544j],
          [-0.01994468-0.37863557j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j,  0.15427475+0.34635529j],
          [-0.01143095+0.37898815j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
