,unitary
0,"Operator([[ 0.90789321-0.17879381j,  0.07277016-0.3721118j ],
          [-0.20842657-0.31673499j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j,  0.24748319-0.28725383j],
          [-0.33791915-0.171969j  ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j,  0.28614877-0.24876007j],
          [-0.35910229-0.12168907j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j, -0.22925347-0.30200254j],
          [ 0.09762789-0.36637615j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j,  0.29164838-0.2422889j ],
          [-0.36173764-0.11361586j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j,  0.11228558-0.36215278j],
          [-0.24121535-0.29253691j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j,  0.30339245-0.22741089j],
          [-0.36696364-0.09539589j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j,  0.28601884-0.24890944j],
          [-0.35903871-0.12187655j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j,  0.25732002+0.27847638j],
          [-0.13251893+0.35524839j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j, -0.35850468-0.12343857j],
          [ 0.28493244-0.25015234j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
