unitary
"Operator([[ 0.85030065-0.2171174j , -0.25309611-0.40717466j],
          [ 0.0269028 -0.47867012j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.85030065-0.2171174j , 0.08537943+0.4717618j ],
          [0.15124716+0.45494301j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.47646687-0.05318049j],
          [-0.44363511+0.18176011j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.35561678+0.32153624j],
          [ 0.46623577+0.11168283j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.24237024-0.41364902j],
          [ 0.01438599-0.47920965j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.03742385-0.47796266j],
          [-0.26199002-0.40150974j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.31475585-0.36163186j],
          [ 0.10284869-0.46826381j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.37076006-0.30395037j],
          [-0.47109413-0.0889897j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
