,unitary
0,"Operator([[ 0.88064867-0.19898603j,  0.02752399-0.42907447j],
          [-0.20933332-0.37555563j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.88064867-0.19898603j, -0.21065875+0.37481377j],
          [ 0.35134675+0.24782642j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j, -0.40785796+0.13606747j],
          [ 0.4267375 -0.05251266j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.88064867-0.19898603j,  0.35178981-0.24719709j],
          [-0.42389728-0.07192754j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j,  0.26496966-0.33860531j],
          [-0.38481328-0.1917843j ,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.88064867-0.19898603j, -0.23495457+0.36008169j],
          [ 0.36694807+0.22407943j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j,  0.41867798+0.09783264j],
          [-0.33593951+0.26834142j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.88064867-0.19898603j, -0.42312778+0.07632403j],
          [ 0.41483678-0.11301736j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j, -0.42402183-0.07118963j],
          [ 0.35221954-0.24658441j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j,  0.13598162-0.4078866j ],
          [-0.29814439-0.30979412j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
