,unitary
0,"Operator([[ 0.9827211 -0.08208352j, -0.14173851-0.08620743j],
          [ 0.125473  -0.10852674j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j, -0.09576367-0.1354653j ],
          [ 0.07196352-0.14947501j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j, -0.16434775-0.02261291j],
          [ 0.15831903-0.04956423j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j,  0.04764845+0.15890611j],
          [-0.02062629+0.16460888j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j, -0.09732353-0.13434901j],
          [ 0.07368696-0.14863297j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j, -0.0890938 -0.13994221j],
          [ 0.06464337-0.15278338j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j, -0.13676393-0.0938997j ],
          [ 0.11929123-0.11528716j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j,  0.16461994-0.02053782j],
          [-0.16574599+0.00705657j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j, -0.15109111-0.06850549j],
          [ 0.13763268-0.09262166j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j, -0.15228903-0.06579953j],
          [ 0.13926291-0.09015192j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
