unitary
"Operator([[ 0.97517033-0.0978434j , -0.10027083-0.17150878j],
          [ 0.06419856-0.18801077j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.97517033-0.0978434j , 0.00144721+0.19866406j],
          [0.0380501 +0.19499152j, 0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.04229856-0.19411423j],
          [ 0.00289086-0.1986483j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.97517033-0.0978434j , 0.01983384+0.19767681j],
          [0.01983384+0.19767681j, 0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.12270555+0.15624612j],
          [ 0.15130092+0.12875377j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.19308997-0.04675216j],
          [ 0.17995281-0.08418129j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.15998927-0.11778343j],
          [ 0.13340018-0.14722057j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.01779736-0.19787056j],
          [-0.02186821-0.19746211j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.17734231-0.08955002j],
          [-0.19159812-0.0525325j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.11293725-0.16344626j],
          [ 0.07821426-0.18262539j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
