,unitary
0,"Operator([[ 0.88064867-0.19898603j, -0.22344809-0.36733285j],
          [ 0.04380293-0.42771927j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.88064867-0.19898603j, -0.17730023+0.39169772j],
          [ 0.32848838+0.27741279j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.88064867-0.19898603j, -0.33543448-0.26897246j],
          [ 0.18720048-0.38706389j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.88064867-0.19898603j,  0.42677741+0.05218734j],
          [-0.36287757+0.23061298j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.88064867-0.19898603j, -0.40863705-0.13370951j],
          [ 0.31144857-0.29641569j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 8.80648673e-01-0.19898603j, -1.84787837e-01-0.3882215j ],
          [-8.26653230e-05-0.42995636j,  8.80648673e-01-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.88064867-0.19898603j, -0.42932282-0.02333211j],
          [ 0.37758218-0.20565547j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.88064867-0.19898603j,  0.42969982-0.01485046j],
          [-0.39433939+0.17134444j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.88064867-0.19898603j, -0.16792824+0.39580624j],
          [ 0.32179337+0.28515171j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.88064867-0.19898603j, -0.42890415+0.03006166j],
          [ 0.40016117-0.15726891j,  0.88064867-0.19898603j]],
         input_dims=(2,), output_dims=(2,))"
