unitary
"Operator([[ 0.3281926 -0.21658843j, -0.68337084+0.61512874j],
          [ 0.83429121-0.38644177j,  0.3281926 -0.21658843j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.3281926 -0.21658843j, 0.50643866+0.76739752j],
          [0.50643866+0.76739752j, 0.3281926 -0.21658843j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.3281926 -0.21658843j, 0.50643866+0.76739752j],
          [0.50643866+0.76739752j, 0.3281926 -0.21658843j]],
         input_dims=(2,), output_dims=(2,))"
