unitary
"Operator([[ 0.96135264-0.1207989j , -0.21529486-0.12188866j],
          [ 0.17844612-0.17136423j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.21529522-0.12188801j],
          [ 0.17844664-0.1713637j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.21529362-0.12189084j],
          [ 0.17844439-0.17136604j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.21529566-0.12188723j],
          [ 0.17844726-0.17136305j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.21529524-0.12188798j],
          [ 0.17844666-0.17136368j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
