,unitary
0,"Operator([[ 0.96135264-0.1207989j , -0.22679781-0.09885077j],
          [ 0.19529114-0.15188841j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96135264-0.1207989j , -0.17141443-0.1783979j ],
          [ 0.12194923-0.21526055j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96135264-0.1207989j , -0.15539737-0.19251071j],
          [ 0.10293853-0.22497195j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96135264-0.1207989j ,  0.24151249+0.0536697j ],
          [-0.22072636+0.11175238j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96135264-0.1207989j ,  0.06873026-0.23766546j],
          [-0.12539298-0.21327288j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96135264-0.1207989j , -0.06237804-0.23941115j],
          [ 0.00120759-0.24740101j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96135264-0.1207989j ,  0.14911196-0.1974192j ],
          [-0.19331873-0.15439103j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96135264-0.1207989j ,  0.21852336-0.11600111j],
          [-0.24042914-0.05833138j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96135264-0.1207989j ,  0.11135504-0.22092708j],
          [-0.16255151-0.18650932j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96135264-0.1207989j ,  0.00931484-0.24722854j],
          [-0.07019058-0.23723828j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
