unitary
"Operator([[ 0.97517033-0.0978434j , -0.17038447-0.10216964j],
          [ 0.14669015-0.13398322j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.17038719-0.10216511j],
          [ 0.14669372-0.13397931j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.17038594-0.1021672j ],
          [ 0.14669207-0.13398111j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.17038258-0.10217279j],
          [ 0.14668767-0.13398593j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.17038791-0.10216391j],
          [ 0.14669466-0.13397828j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
