,unitary
0,"Operator([[ 0.92502524-0.16355243j,  0.04549668-0.33986609j],
          [-0.15927768-0.30366022j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.92502524-0.16355243j, 0.0597013 +0.33766057j],
          [0.0597013 +0.33766057j, 0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.92502524-0.16355243j,  0.16743513-0.29923967j],
          [-0.25989262-0.22368445j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.92502524-0.16355243j, 0.0597013 +0.33766057j],
          [0.0597013 +0.33766057j, 0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.92502524-0.16355243j, -0.03196569-0.3414046j ],
          [-0.08703919-0.33166713j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.92502524-0.16355243j,  0.34285379-0.00549385j],
          [-0.32395133+0.11240304j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[0.92502524-0.16355243j, 0.04957954+0.33929453j],
          [0.06976968+0.33572474j, 0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.92502524-0.16355243j,  0.33565876+0.07008641j],
          [-0.2912762 +0.18093391j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.92502524-0.16355243j,  0.31517839+0.13506107j],
          [-0.24975783+0.23494666j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.92502524-0.16355243j,  0.32683782+0.10371087j],
          [-0.2714603 +0.20949513j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
