unitary
"Operator([[ 9.70199379e-01-0.19734531j,  4.39991866e-04+0.1402451j ,
           -9.93751760e-03-0.00060034j],
          [ 2.74311783e-02+0.13753695j,  9.80132890e-01+0.00132535j,
            4.39991866e-04+0.1402451j ],
          [-9.42772562e-03+0.00319885j,  2.74311783e-02+0.13753695j,
            9.70199379e-01-0.19734531j]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.97019938-0.19734531j,  0.0259441 +0.1378252j ,
           -0.00949462+0.00299447j],
          [ 0.00195469+0.14023217j,  0.98013289+0.00132535j,
            0.0259441 +0.1378252j ],
          [-0.00994817-0.00038555j,  0.00195469+0.14023217j,
            0.97019938-0.19734531j]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.97019938-0.19734531j,  0.01400122+0.13954514j,
           -0.0098672 +0.00132403j],
          [ 0.01400122+0.13954514j,  0.98013289+0.00132535j,
            0.01400122+0.13954514j],
          [-0.0098672 +0.00132403j,  0.01400122+0.13954514j,
            0.97019938-0.19734531j]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.97019938-0.19734531j,  0.01400122+0.13954514j,
           -0.0098672 +0.00132403j],
          [ 0.01400122+0.13954514j,  0.98013289+0.00132535j,
            0.01400122+0.13954514j],
          [-0.0098672 +0.00132403j,  0.01400122+0.13954514j,
            0.97019938-0.19734531j]],
         input_dims=(3,), output_dims=(3,))"
"Operator([[ 0.97019938-0.19734531j,  0.01400122+0.13954514j,
           -0.0098672 +0.00132403j],
          [ 0.01400122+0.13954514j,  0.98013289+0.00132535j,
            0.01400122+0.13954514j],
          [-0.0098672 +0.00132403j,  0.01400122+0.13954514j,
            0.97019938-0.19734531j]],
         input_dims=(3,), output_dims=(3,))"
