,unitary
0,"Operator([[ 0.96939523-0.10815603j,  0.21809302-0.03178995j],
          [-0.21973656+0.01705898j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j, -0.03878075+0.21695903j],
          [ 0.08564441+0.20307683j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j,  0.20977359+0.0676033j ],
          [-0.18971566+0.11217456j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j, -0.15871154+0.1529242j ],
          [ 0.18851299+0.11418414j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j, -0.21007877+0.0666489j ],
          [ 0.21960222+0.01870912j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j,  0.02628221-0.21882507j],
          [-0.07386449-0.20765164j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j,  0.02448602-0.21903333j],
          [-0.07215837-0.20825066j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j,  0.21985759-0.0154209j ],
          [-0.21785004+0.03341442j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j,  0.06381424+0.21095713j],
          [-0.01575057+0.21983422j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j, -0.08637019-0.20276922j],
          [ 0.03955647-0.21681894j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
