unitary
"Operator([[ 0.77168651-0.2493213j , -0.51880632+0.27051584j],
          [ 0.57901087-0.0841738j ,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j ,  0.58007289-0.07651316j],
          [-0.51518536+0.27734971j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.77168651-0.2493213j , 0.21433356+0.54442625j],
          [0.14472571+0.56691559j, 0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.77168651-0.2493213j , 0.21182201+0.54540834j],
          [0.14733709+0.56624253j, 0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.09389485+0.57751414j],
          [ 0.4140472 +0.41340504j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.06009185+0.58200326j],
          [ 0.38926079+0.4368236j ,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.55635569-0.18112749j],
          [ 0.34520675-0.47240991j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.77168651-0.2493213j , -0.30383088-0.50002561j],
          [-0.04616798-0.58327295j,  0.77168651-0.2493213j ]],
         input_dims=(2,), output_dims=(2,))"
