,unitary
0,"Operator([[ 0.85030065-0.2171174j , -0.34574797-0.33212526j],
          [ 0.14419306-0.45722774j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.85030065-0.2171174j ,  0.0401676 -0.4777399j ],
          [-0.26429109-0.39999883j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.85030065-0.2171174j ,  0.25120845+0.40834197j],
          [-0.02468659+0.47878954j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.85030065-0.2171174j , 0.12641858+0.46245777j],
          [0.11077133+0.46645317j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.85030065-0.2171174j , -0.47750781-0.04283856j],
          [ 0.39851462-0.26652381j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.85030065-0.2171174j , -0.38923772+0.27989792j],
          [ 0.47577845+0.05902303j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.85030065-0.2171174j , -0.44951697-0.16668336j],
          [ 0.31457599-0.36178832j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.85030065-0.2171174j , -0.23187627+0.41962155j],
          [ 0.40466786+0.25708515j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.85030065-0.2171174j , -0.40208042-0.26111335j],
          [ 0.22767436-0.42191614j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[0.85030065-0.2171174j , 0.05363104+0.47641637j],
          [0.18134051+0.44380679j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
