,unitary
0,"Operator([[ 0.99376067-0.04972948j,  0.02537709-0.09655421j],
          [-0.03488964-0.09353836j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.99376067-0.04972948j,  0.03089195-0.09493365j],
          [-0.04021517-0.09137533j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.99376067-0.04972948j,  0.02739528-0.09600109j],
          [-0.03684254-0.09278652j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.99376067-0.04972948j,  0.03910754-0.09185484j],
          [-0.04808235-0.08749171j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99376067-0.04972948j,  0.0400119 -0.09146452j],
          [-0.04894322-0.08701306j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99376067-0.04972948j,  0.04315463-0.09002438j],
          [-0.05192647-0.08526636j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99376067-0.04972948j,  0.0472339 -0.08795266j],
          [-0.05577854-0.08279774j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99376067-0.04972948j,  0.04725332-0.08794222j],
          [-0.05579683-0.08278542j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.99376067-0.04972948j,  0.0526705 -0.08480878j],
          [-0.06087412-0.07912681j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99376067-0.04972948j,  0.05242985-0.08495776j],
          [-0.06064955-0.07929908j,  0.99376067-0.04972948j]],
         input_dims=(2,), output_dims=(2,))"
