,unitary
0,"Operator([[ 0.9827211 -0.08208352j,  0.16019164-0.04312964j],
          [-0.16512694-0.01595683j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j,  0.16472737-0.01965761j],
          [-0.1657059 +0.00794241j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j, -0.10983466+0.1243297j ],
          [ 0.12893852+0.10438575j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j,  0.11617102-0.11843065j],
          [-0.13420846-0.09751726j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j,  0.16257771+0.03301537j],
          [-0.15484779+0.05952889j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j,  0.15857538+0.04873781j],
          [-0.14829263+0.07436951j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j,  0.14875692+0.0734364j ],
          [-0.13451282+0.09709701j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j,  0.12492804+0.10915361j],
          [-0.10508878+0.12836618j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j, -0.14774665+0.07544835j],
          [ 0.15821595+0.04989228j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j,  0.1270836 +0.10663623j],
          [-0.10763209+0.12624127j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
