unitary
"Operator([[ 0.94460909-0.1427637j , -0.24665885-0.16276241j],
          [ 0.18754262-0.22838555j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.27655586+0.10415876j],
          [ 0.29498493+0.01777882j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.22489168+0.19171835j],
          [-0.15819058+0.24961557j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.23612166+0.17770412j],
          [ 0.27809079+0.09998851j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.15083111-0.25413022j],
          [-0.21919508-0.19820623j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
