,unitary
0,"Operator([[ 0.90789321-0.17879381j,  0.27705517+0.25884961j],
          [-0.15822217+0.34456992j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j,  0.37861431+0.02034425j],
          [-0.3426298 +0.16238076j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j, -0.30465798+0.22571265j],
          [ 0.36749077+0.09334462j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j, -0.2128963 -0.31374807j],
          [ 0.07803865-0.37104266j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j,  0.27858558+0.2572018j ],
          [-0.16026309+0.34362542j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j,  0.14866561-0.34879969j],
          [-0.26981596-0.26638701j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j,  0.05439326-0.37523867j],
          [-0.19260745-0.32659617j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j,  0.35538637+0.13214847j],
          [-0.27874451+0.25702954j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j, -0.37206479+0.07301014j],
          [ 0.37196562-0.07351373j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j,  0.31222557+0.21512294j],
          [-0.20734585+0.31744351j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
